OPEID,Name,Address,City,State,State Desc,Zip Code,Zip Ext,Prog Length,School Type,Year 1,Num 1,Denom 1,DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,Average or Greater than 30,Year 2,Num 2,Denom 2,DRate 2,PRate 2,Year 3,Num 3,Denom 3,DRate 3,PRate 3
25647,ELAINE STEVEN BEAUTY COLLEGE                                     ,10420 WEST FLORISSANT                             ,SAINT LOUIS         ,MO,MISSOURI                                                    ,63136,2343,3,3,2014,7,132,5.3,A,5,01      ,7,False,2013,12,156,7.6,A,2012,11,117,9.4,A
25685,GRABBER SCHOOL OF HAIR DESIGN                                    ,9833 WATSON ROAD                                  ,ST. LOUIS           ,MO,MISSOURI                                                    ,63126,3933,3,3,2014,9,78,11.5,A,5,02      ,7,False,2013,3,69,4.3,A,2012,4,70,5.7,A
25688,SUSSEX COUNTY COMMUNITY COLLEGE                                  ,1 COLLEGE HILL ROAD                               ,NEWTON              ,NJ,NEW JERSEY                                                  ,07860,1149,5,1,2014,47,366,12.8,P,5,05      ,2,False,2013,47,449,10.4,P,2012,39,424,9.1,P
25696,SEARCY BEAUTY COLLEGE                                            ,1004 SOUTH MAIN STREET                            ,SEARCY              ,AR,ARKANSAS                                                    ,72143,0000,3,3,2014,4,53,7.5,A,5,02      ,6,False,2013,4,44,9,A,2012,5,47,10.6,A
25732,LA BELLE BEAUTY ACADEMY                                          ,2960 SOUTH WEST 8 STREET                          ,MIAMI               ,FL,FLORIDA                                                     ,33135,2827,3,3,2014,28,239,11.7,A,5,18      ,4,False,2013,28,230,12.1,A,2012,22,245,8.9,A
25737,INSTITUTE FOR CLINICAL SOCIAL WORK                               ,401 SOUTH STATE STREET             SUITE 822      ,CHICAGO             ,IL,ILLINOIS                                                    ,60605,1229,8,2,2014,2,37,5.4,B,5,07      ,5,True,2013,2,44,4.5,B,2012,3,40,7.5,B
25754,INTERNATIONAL CULINARY CENTER                                    ,462 BROADWAY                                      ,NEW YORK            ,NY,NEW YORK                                                    ,10013,2618,3,3,2014,14,136,10.2,A,5,08      ,2,False,2013,15,200,7.5,A,2012,11,241,4.5,A
25769,CHARTER COLLEGE                                                  ,17200 S.E. MILL PLAIN BOULEVARD    SUITE 100      ,VANCOUVER           ,WA,WASHINGTON                                                  ,98683,7575,8,3,2014,336,2288,14.6,A,5,AL      ,10,False,2013,405,2730,14.8,A,2012,308,2315,13.3,A
25770,PAUL MITCHELL THE SCHOOL - ESANI                                 ,1003 MANSELL ROAD                                 ,ROSWELL             ,GA,GEORGIA                                                     ,30076,1507,3,3,2014,11,147,7.4,A,5,13      ,4,False,2013,9,163,5.5,A,2012,19,186,10.2,A
25779,SANTA BARBARA BUSINESS COLLEGE                                   ,5300 CALIFORNIA AVENUE                            ,BAKERSFIELD         ,CA,CALIFORNIA                                                  ,93309,1664,6,3,2014,48,341,14,A,5,22      ,9,False,2013,52,454,11.4,A,2012,91,701,12.9,A
25780,SANTA BARBARA BUSINESS COLLEGE                                   ,303 EAST PLAZA DRIVE                              ,SANTA MARIA         ,CA,CALIFORNIA                                                  ,93454,6943,6,3,2014,12,123,9.7,A,5,23      ,9,False,2013,15,203,7.3,A,2012,20,223,8.9,A
25796,MURDOCH UNIVERSITY                                               ,90 SOUTH STREET                                   ,MURDOCH PERTH       ,FC,AUSTRALIA           ,6150 ,,8,5,2014,4,50,8,B,5,,11,True,2013,3,53,5.6,B,2012,2,45,4.4,B
25822,"GUY'S ACADEMY HAIR, SKIN & NAILS                                 ",1141 SHREVEPORT BARKSDALE HIGHWAY                 ,SHREVEPORT          ,LA,LOUISIANA                                                   ,71105,2404,3,3,2014,5,63,7.9,A,5,04      ,6,False,2013,3,57,5.2,A,2012,6,78,7.6,A
25849,FIRST INSTITUTE                                                  ,790 MCHENRY AVENUE                                ,CRYSTAL LAKE        ,IL,ILLINOIS                                                    ,60014,7489,3,3,2014,16,176,9,A,5,16      ,5,False,2013,20,185,10.8,A,2012,14,188,7.4,A
25875,UNIVERSIDAD METROPOLITANA                                        ,"1399   ANA G MENDEZ AVENUE         CARR. 176, KM 0",CUPEY               ,PR,PUERTO RICO                                                 ,00926,2602,8,2,2014,243,3339,7.2,A,3,AL      ,2,False,2013,295,3096,9.5,A,2012,267,2678,9.9,A
25882,DOUGLAS J AVEDA INSTITUTE                                        ,331 EAST GRAND RIVER AVENUE                       ,EAST LANSING        ,MI,MICHIGAN                                                    ,48823,4351,3,3,2014,111,775,14.3,A,5,08      ,5,False,2013,94,847,11,A,2012,87,733,11.8,A
25885,OHIO STATE SCHOOL OF COSMETOLOGY                                 ,"789 HEBRON ROAD, SUITE J                          ",HEATH               ,OH,OHIO                                                        ,43056,2300,4,3,2014,6,99,6,A,5,12      ,5,False,2013,4,95,4.2,A,2012,9,79,11.3,A
25973,SOUTH BAYLO UNIVERSITY                                           ,1126 NORTH BROOKHURST STREET                      ,ANAHEIM             ,CA,CALIFORNIA                                                  ,92801,1701,8,2,2014,6,73,8.2,A,5,47      ,9,False,2013,2,84,2.3,A,2012,5,76,6.5,A
26023,CENTRAL COAST COLLEGE                                            ,480 SOUTH MAIN STREET                             ,SALINAS             ,CA,CALIFORNIA                                                  ,93901,3301,5,3,2014,19,153,12.4,A,5,17      ,9,False,2013,20,191,10.4,A,2012,16,186,8.6,A
26070,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,1681 NORTH COLLEGE AVENUE                         ,BLOOMINGTON         ,IN,INDIANA                                                     ,47404,2419,3,3,2014,2,30,6.6,A,5,09      ,5,False,2013,11,99,11.1,B,2012,3,36,8.3,A
26105,XENON INTERNATIONAL ACADEMY II                                   ,8516 PARK DRIVE                                   ,OMAHA               ,NE,NEBRASKA                                                    ,68127,3522,4,3,2014,9,180,5,A,5,02      ,7,False,2013,12,168,7.1,A,2012,6,181,3.3,A
26158,COLLEGE OF COURT REPORTING                                       ,455 WEST LINCOLNWAY                               ,VALPARAISO          ,IN,INDIANA                                                     ,46385,5529,5,3,2014,8,144,5.5,A,5,01      ,5,False,2013,10,118,8.4,A,2012,7,121,5.7,A
26170,CONTINENTAL SCHOOL OF BEAUTY CULTURE                             ,517 NORTH BARRY STREET                            ,OLEAN               ,NY,NEW YORK                                                    ,14760,2618,3,3,2014,6,107,5.6,A,5,26      ,2,False,2013,10,116,8.6,A,2012,9,140,6.4,A
30012,MCNALLY SMITH COLLEGE OF MUSIC                                   ,19 EXCHANGE STREET EAST                           ,SAINT PAUL          ,MN,MINNESOTA                                                   ,55101,2220,8,3,2014,31,256,12.1,A,5,04      ,5,False,2013,31,266,11.6,A,2012,19,233,8.1,A
30018,WELCH COLLEGE                                                    ,1045 BISON TRAIL                                  ,GALLAIN             ,TN,TENNESSEE                                                   ,37066,8460,8,2,2014,8,74,10.8,A,5,05      ,4,False,2013,6,77,7.7,A,2012,13,87,14.9,A
30024,GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR                        ,1621 NORTH KENT STR.  SUITE 1617 LLSUITE 1617  LOW,ARLINGTON           ,VA,VIRGINIA                                                    ,22209,2129,3,3,2014,7,73,9.5,A,5,08      ,3,False,2013,4,89,4.4,A,2012,4,127,3.1,A
30051,ARKANSAS BEAUTY SCHOOL- LITTLE ROCK                              ,5108 BASELINE ROAD                                ,LITTLE ROCK         ,AR,ARKANSAS                                                    ,72209,5116,3,3,2014,6,43,13.9,A,5,02      ,6,False,2013,3,47,6.3,A,2012,6,41,14.6,A
30073,OREGON COLLEGE OF ART & CRAFT                                    ,8245 SW BARNES ROAD                               ,PORTLAND            ,OR,OREGON                                                      ,97225,6399,8,2,2014,3,56,5.3,A,5,01      ,10,False,2013,2,45,4.4,A,2012,3,53,5.6,A
30086,FLORIDA COLLEGE OF NATURAL HEALTH                                ,2001 WEST SAMPLE ROAD              SUITE 100      ,POMPANO BEACH       ,FL,FLORIDA                                                     ,33064,1342,5,3,2014,115,770,14.9,A,5,19      ,4,False,2013,135,941,14.3,A,2012,147,1179,12.4,A
30088,FRANKLIN ACADEMY                                                 ,1605 PROFESSIONAL PARK DRIVE                      ,CLEVELAND           ,TN,TENNESSEE                                                   ,37312,3939,3,2,2014,4,61,6.5,A,5,03      ,4,False,2013,10,80,12.5,A,2012,4,72,5.5,A
30149,PLATT COLLEGE                                                    ,3100 SOUTH PARKER ROAD SUITE 200                  ,AURORA              ,CO,COLORADO                                                    ,80014,3141,6,3,2014,5,57,8.7,A,5,07      ,8,False,2013,4,70,5.7,A,2012,2,66,3,A
30198,PCI HEALTH TRAINING CENTER                                       ,8101 JOHN WEST CARPENTER FREEWAY                  ,DALLAS              ,TX,TEXAS                                                       ,75247,4720,3,3,2014,66,513,12.8,A,5,30      ,6,False,2013,66,591,11.1,A,2012,111,785,14.1,A
30237,MADISON ADULT CAREER CENTER                                      ,600 ESLEY LANE                                    ,MANSFIELD           ,OH,OHIO                                                        ,44905,2718,4,1,2014,7,83,8.4,A,5,04      ,5,False,2013,5,77,6.4,A,2012,6,64,9.3,A
30249,TENNESSEE ACADEMY OF COSMETOLOGY                                 ,7053 WINCHESTER ROAD                              ,MEMPHIS             ,TN,TENNESSEE                                                   ,38125,3442,3,3,2014,4,66,6,A,5,09      ,4,False,2013,12,102,11.7,A,2012,11,113,9.7,A
30258,DAWN CAREER INSTITUTE                                            ,"3700 LANCASTER PIKE, SUITE 105                    ",WILMINGTON          ,DE,DELAWARE                                                    ,19805,1511,3,3,2014,61,491,12.4,A,5,AL      ,3,False,2013,86,706,12.1,A,2012,96,668,14.3,A
30265,REMINGTON COLLEGE                                                ,1800 EASTGATE DRIVE                               ,GARLAND             ,TX,TEXAS                                                       ,75041,9935,8,2,2014,839,7546,11.1,P,5,25      ,6,False,2013,946,8655,10.9,P,2012,898,9760,9.2,P
30274,XENON INTERNATIONAL ACADEMY III                                  ,2231 SOUTH PEORIA                                 ,AURORA              ,CO,COLORADO                                                    ,80014,1193,4,3,2014,8,78,10.2,A,5,07      ,8,False,2013,12,87,13.7,A,2012,4,109,3.6,A
30277,PACIFIC COLLEGE OF ORIENTAL MEDICINE                             ,7445 MISSION VALLEY ROAD           SUITE 105      ,SAN DIEGO           ,CA,CALIFORNIA                                                  ,92108,4408,8,3,2014,30,480,6.2,A,5,52      ,9,False,2013,41,509,8,A,2012,47,473,9.9,A
30308,AMERICAN BROADCASTING SCHOOL                                     ,4511 SOUTHEAST 29TH STREET                        ,OKLAHOMA CITY       ,OK,OKLAHOMA                                                    ,73115,3334,3,3,2014,12,116,10.3,A,5,05      ,6,False,2013,16,125,12.8,A,2012,24,186,12.9,A
30309,DIESEL DRIVING ACADEMY                                           ,8067 AIRLINE HIGHWAY                              ,BATON ROUGE         ,LA,LOUISIANA                                                   ,70815,8109,2,3,2014,25,319,7.8,A,5,06      ,6,False,2013,21,316,6.6,A,2012,26,306,8.4,A
30333,MANCHESTER METROPOLITAN UNIVERSITY                               ,ALL SAINTS BUIDING                 OXFORD ROAD    ,MANCHESTER          ,FC,ENGLAND             ,M15 6,BH  ,8,5,2014,4,31,12.9,B,5,,11,True,2013,1,36,2.7,B,2012,2,24,8.3,B
30357,LAS POSITAS COLLEGE                                              ,3033 COLLIER CANYON ROAD                          ,LIVERMORE           ,CA,CALIFORNIA                                                  ,94551,6750,5,1,2014,10,85,11.7,A,5,10      ,9,False,2013,13,90,14.4,A,2012,13,106,12.2,A
30359,NATIONAL AVIATION ACADEMY                                        ,6225 ULMERTON ROAD                                ,CLEARWATER          ,FL,FLORIDA                                                     ,33760,3931,11,3,2014,25,395,6.3,A,5,10      ,4,False,2013,55,444,12.3,A,2012,48,423,11.3,A
30399,FREMONT COLLEGE                                                  ,18000 STUDEBAKER ROAD              SUITE 900 A    ,CERRITOS            ,CA,CALIFORNIA                                                  ,90703,5342,6,3,2014,18,246,7.3,A,5,39      ,9,False,2013,22,243,9,A,2012,43,313,13.7,A
30439,NEWSCHOOL OF ARCHITECTURE AND DESIGN                             ,1249 F STREET                                     ,SAN DIEGO           ,CA,CALIFORNIA                                                  ,92101,6634,8,3,2014,10,191,5.2,A,5,53      ,9,False,2013,10,194,5.1,A,2012,20,195,10.2,A
30520,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE                   ,147 SADDLE LANE                                   ,WAVERLY             ,WV,WEST VIRGINIA                                               ,26184,9707,4,3,2014,12,86,13.9,P,5,01      ,3,False,2013,6,71,8.4,P,2012,5,62,8,P
30541,ROYALE COLLEGE OF BEAUTY AND BARBERING                           ,27485 COMMERCE CENTER DRIVE                       ,TEMECULA            ,CA,CALIFORNIA                                                  ,92590,2525,3,3,2014,5,51,9.8,A,5,49      ,9,False,2013,4,47,8.5,A,2012,8,69,11.5,A
30627,PLATT COLLEGE                                                    ,1000 SOUTH FREMONT AVENUE          STE A9W        ,ALHAMBRA            ,CA,CALIFORNIA                                                  ,91803,9998,6,3,2014,50,790,6.3,A,5,31      ,9,False,2013,46,542,8.4,A,2012,59,595,9.9,A
30634,MODERN TECHNOLOGY SCHOOL                                         ,16560 HARBOR BOULEVARD             SUITE K        ,FOUNTAIN VALLEY     ,CA,CALIFORNIA                                                  ,92708,1336,4,3,2014,16,110,14.5,A,5,47      ,9,False,2013,14,109,12.8,A,2012,14,137,10.2,A
30653,PAUL MITCHELL THE SCHOOL BRADLEY                                 ,1600 N STATE RT. 50 ROOM 522                      ,BOURBONNAIS         ,IL,ILLINOIS                                                    ,60914,9307,3,3,2014,23,249,9.2,A,5,11      ,5,False,2013,9,280,3.2,A,2012,26,270,9.6,A
30663,BRYAN UNIVERSITY                                                 ,4255 NATURE CENTER WAY                            ,SPRINGFIELD         ,MO,MISSOURI                                                    ,65804,4921,8,3,2014,62,417,14.8,A,5,07      ,7,False,2013,61,501,12.1,A,2012,52,471,11,A
30667,AILANO SCHOOL OF COSMETOLOGY                                     ,541 WEST STREET                                   ,BROCKTON            ,MA,MASSACHUSETTS                                               ,02301,4740,3,3,2014,3,31,9.6,A,5,09      ,1,False,2013,3,43,6.9,A,2012,4,35,11.4,A
30672,UNIVERSITY OF SYDNEY                                             ,"VICE-CHANCELLOR OFFICE, A14        QUADRANGLE, CAM",THE UNIVERSITY OF SY,FC,AUSTRALIA           ,2006 ,,8,5,2014,6,76,7.8,P,5,,11,False,2013,5,85,5.8,P,2012,3,96,3.1,P
30676,RAPHAEL'S SCHOOL OF BEAUTY CULTURE                               ,615 BOARDMAN-CANFIELD ROAD                        ,BOARDMAN            ,OH,OHIO                                                        ,44512,2222,4,3,2014,7,72,9.7,A,5,17      ,5,False,2013,6,62,9.6,A,2012,1,36,2.7,A
30709,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCE,2001 WILLIAM STREET                               ,CAPE GIRARDEAU      ,MO,MISSOURI                                                    ,63703,4507,6,2,2014,7,103,6.7,A,5,08      ,7,False,2013,3,107,2.8,A,2012,4,91,4.3,A
30726,DCI CAREER INSTITUTE                                             ,366 ROUTE 18                       BEAVER VALLEY M,MONACA              ,PA,PENNSYLVANIA                                                ,15061,2307,3,3,2014,8,90,8.8,A,5,04      ,3,False,2013,13,102,12.7,A,2012,18,143,12.5,A
30745,EAST WEST COLLEGE OF THE HEALING ARTS                            ,525 NE OREGON STREET                              ,PORTLAND            ,OR,OREGON                                                      ,97232,2765,2,3,2014,18,140,12.8,A,5,03      ,10,False,2013,17,163,10.4,A,2012,14,197,7.1,A
30752,TWIN CITY BEAUTY COLLEGE                                         ,2600 LINCOLN AVENUE                               ,ST JOSEPH           ,MI,MICHIGAN                                                    ,49085,3305,3,3,2014,8,150,5.3,A,5,06      ,5,False,2013,18,157,11.4,A,2012,12,146,8.2,A
30763,BEULAH HEIGHTS UNIVERSITY                                        ,892 BERNE STREET SE                               ,ATLANTA             ,GA,GEORGIA                                                     ,30316,1873,8,2,2014,25,225,11.1,A,5,05      ,4,False,2013,23,199,11.5,A,2012,24,163,14.7,A
30784,CAMEO BEAUTY ACADEMY                                             ,9714 SOUTH CICERO AVENUE                          ,OAK LAWN            ,IL,ILLINOIS                                                    ,60453,3196,3,3,2014,4,62,6.4,A,5,03      ,5,False,2013,3,88,3.4,A,2012,2,65,3,A
30799,CITY COLLEGE                                                     ,177 MONTGOMERY ROAD                               ,ALTAMONTE SPRINGS   ,FL,FLORIDA                                                     ,32714,3129,5,2,2014,32,264,12.1,A,5,07      ,4,False,2013,19,259,7.3,A,2012,28,226,12.3,A
30821,MYOTHERAPY COLLEGE OF UTAH                                       ,336 WEST BUGATTI STREET                           ,SALT LAKE CITY      ,UT,UTAH                                                        ,84115,2522,3,3,2014,3,41,7.3,A,5,02      ,8,False,2013,2,60,3.3,A,2012,4,55,7.2,A
30837,GALEN HEALTH INSTITUTES                                          ,1031 ZORN AVENUE                   SUITE 400      ,LOUISVILLE          ,KY,KENTUCKY                                                    ,40207,1047,6,3,2014,239,2306,10.3,A,5,03      ,4,False,2013,178,1867,9.5,A,2012,179,2005,8.9,A
30844,VALLEY COLLEGE                                                   ,"120 NEW RIVER TOWN CENTER, SUITE C                ",BECKLEY             ,WV,WEST VIRGINIA                                               ,25801,2643,5,3,2014,22,163,13.4,A,5,03      ,3,False,2013,10,80,12.5,A,2012,8,54,14.8,A
30847,VENTURA ADULT AND CONTINUING EDUCATION                           ,5200 VALENTINE ROAD                               ,VENTURA             ,CA,CALIFORNIA                                                  ,93003,7313,3,1,2014,4,30,13.3,A,5,23      ,9,False,2013,5,54,9.2,A,2012,7,61,11.4,A
30891,GEORGIA INSTITUTE OF COSMETOLOGY                                 ,3529 ATLANTA HIGHWAY                              ,ATHENS              ,GA,GEORGIA                                                     ,30606,3152,3,3,2014,24,180,13.3,A,5,12      ,4,False,2013,24,232,10.3,A,2012,18,230,7.8,A
30906,COBB BEAUTY COLLEGE                                              ,3096 CHEROKEE STREET                              ,KENNESAW            ,GA,GEORGIA                                                     ,30144,2828,3,3,2014,8,99,8,B,5,06      ,4,True,2013,3,36,8.3,A,2012,4,38,10.5,A
30948,INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE                       ,233 MILL STREET                                   ,WATERBURY           ,CT,CONNECTICUT                                                 ,06706,1211,3,3,2014,5,74,6.7,A,5,05      ,1,False,2013,7,54,12.9,A,2012,12,102,11.7,A
30950,RMIT UNIVERSITY                                                  ,124 LA TROBE STREET                               ,MELBOURNE           ,FC,AUSTRALIA           ,3000 ,,8,5,2014,3,36,8.3,B,5,,11,True,2013,2,29,6.8,B,2012,3,32,9.3,B
30955,ASA COLLEGE                                                      ,151 LAWRENCE STREET                2ND FLOOR      ,BROOKLYN            ,NY,NEW YORK                                                    ,11201,5208,6,3,2014,355,2556,13.8,A,5,10      ,2,False,2013,266,2521,10.5,A,2012,390,3672,10.6,A
30990,CORTIVA INSTITUTE - SEATTLE                                      ,425 PONTIUS AVENUE NORTH           SUITE 100      ,SEATTLE             ,WA,WASHINGTON                                                  ,98109,5474,3,3,2014,34,255,13.3,A,5,07      ,10,False,2013,31,234,13.2,A,2012,28,276,10.1,A
31001,PARAMOUNT BEAUTY ACADEMY                                         ,1745 11TH STREET                                  ,PORTSMOUTH          ,OH,OHIO                                                        ,45662,4136,4,3,2014,6,50,12,A,5,02      ,5,False,2013,4,64,6.2,A,2012,4,59,6.7,A
31009,LUTHER RICE COLLEGE & SEMINARY                                   ,3038 EVANS MILL ROAD                              ,LITHONIA            ,GA,GEORGIA                                                     ,30038,2454,8,2,2014,22,284,7.7,A,5,04      ,4,False,2013,7,256,2.7,A,2012,7,228,3,A
31013,GRANITE STATE COLLEGE                                            ,25 HALL STREET                                    ,CONCORD             ,NH,NEW HAMPSHIRE                                               ,03301,6400,8,1,2014,104,840,12.3,A,5,02      ,1,False,2013,125,856,14.6,A,2012,69,602,11.4,A
31021,MORGANTOWN BEAUTY COLLEGE                                        ,276 WALNUT STREET                                 ,MORGANTOWN          ,WV,WEST VIRGINIA                                               ,26505,5430,4,3,2014,4,56,7.1,A,5,01      ,3,False,2013,2,51,3.9,A,2012,7,64,10.9,A
31025,AMERICAN UNIVERSITY OF ROME                                      ,VIA PIETRO ROSELLI 4                              ,ROME                ,FC,ITALY               ,00153,,8,6,2014,6,73,8.2,B,5,,11,True,2013,8,73,10.9,B,2012,4,72,5.5,B
31040,SHAWSHEEN VALLEY SCHOOL OF PRACTICAL NURSING                     ,100 COOK STREET                                   ,BILLERICA           ,MA,MASSACHUSETTS                                               ,01821,5499,3,1,2014,2,35,5.7,A,5,05      ,1,False,2013,4,30,13.3,A,2012,8,79,10.1,B
31048,GRIFFITH UNIVERSITY                                              ,"KESSELS ROAD, NATHAN                              ",BRISBANE            ,FC,AUSTRALIA           ,4111 ,,8,5,2014,5,45,11.1,B,5,,11,True,2013,4,52,7.6,B,2012,3,57,5.2,B
31052,BAPTIST HEALTH COLLEGE LITTLE ROCK                               ,11900 COLONEL GLENN ROAD                          ,LITTLE ROCK         ,AR,ARKANSAS                                                    ,72210,2820,5,2,2014,42,460,9.1,A,5,02      ,6,False,2013,30,446,6.7,A,2012,28,457,6.1,A
31062,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY                   ,5414 BRITTANY DRIVE                               ,BATON ROUGE         ,LA,LOUISIANA                                                   ,70808,4345,8,2,2014,36,671,5.3,A,5,06      ,6,False,2013,41,747,5.4,A,2012,35,776,4.5,A
31070,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES     ,2140 EAST BROADWAY ROAD                           ,TEMPE               ,AZ,ARIZONA                                                     ,85282,1751,7,2,2014,6,99,6,A,5,05      ,9,False,2013,1,93,1,A,2012,3,115,2.6,A
31081,SUMMIT COLLEGE                                                   ,851 SOUTH  COOLEY DRIVE                           ,COLTON              ,CA,CALIFORNIA                                                  ,92324,3956,3,3,2014,118,920,12.8,A,5,43      ,9,False,2013,127,975,13,A,2012,138,1114,12.3,A
31085,EVERGLADES UNIVERSITY                                            ,5002 T-REX AVENUE                  SUITE 100      ,BOCA RATON          ,FL,FLORIDA                                                     ,33431,0000,8,2,2014,75,590,12.7,A,5,23      ,4,False,2013,49,564,8.6,A,2012,61,557,10.9,A
31095,DONGGUK UNIVERSITY LOS ANGELES                                   ,440 SHATTO PLACE                                  ,LOS ANGELES         ,CA,CALIFORNIA                                                  ,90020,1765,8,2,2014,2,40,5,A,5,33      ,9,False,2013,3,41,7.3,A,2012,4,38,10.5,A
31147,PRAXIS INSTITUTE                                                 ,1850 SOUTHWEST 8TH STREET          4TH FLOOR      ,MIAMI               ,FL,FLORIDA                                                     ,33135,2657,5,3,2014,23,188,12.2,A,5,18      ,4,False,2013,55,453,12.1,A,2012,97,834,11.6,A
31153,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES                         ,8250 STATE STREET ROAD                            ,BATAVIA             ,NY,NEW YORK                                                    ,14020,1099,3,1,2014,13,119,10.9,A,5,26      ,2,False,2013,15,148,10.1,A,2012,5,105,4.7,A
31155,ADVENTIST UNIVERSITY OF HEALTH SCIENCES                          ,671 WINYAH DRIVE                                  ,ORLANDO             ,FL,FLORIDA                                                     ,32803,1237,8,2,2014,43,784,5.4,A,5,08      ,4,False,2013,39,848,4.5,A,2012,32,822,3.8,A
31207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE)                    ,39 WEST 19TH STREET                               ,NEW YORK            ,NY,NEW YORK                                                    ,10011,4225,5,3,2014,14,125,11.2,A,5,08      ,2,False,2013,10,139,7.1,A,2012,11,153,7.1,A
31239,SOUTHEASTERN COLLEGE                                             ,2081 VISTA PARKWAY                                ,WEST PALM BEACH     ,FL,FLORIDA                                                     ,33411,0000,5,3,2014,145,986,14.7,A,5,15      ,4,False,2013,138,1150,12,A,2012,176,1296,13.5,A
31240,NORTHWESTERN TECHNOLOGICAL INSTITUTE                             ,24567 NORTHWESTERN HIGHWAY         SUITE 200      ,SOUTHFIELD          ,MI,MICHIGAN                                                    ,48075,2412,3,3,2014,24,307,7.8,A,5,12      ,5,False,2013,23,325,7,A,2012,43,354,12.1,A
31249,IMAGINE - PAUL MITCHELL PARTNER SCHOOL                           ,4201 EAST MCCAIN BOULEVARD                        ,NORTH LITTLE ROCK   ,AR,ARKANSAS                                                    ,72117,2516,3,3,2014,39,299,13,A,5,02      ,6,False,2013,34,269,12.6,A,2012,38,310,12.2,A
31284,DELAWARE COUNTY TECHNICAL SCHOOL                                 ,85 N MALIN ROAD                                   ,BROOMALL            ,PA,PENNSYLVANIA                                                ,19008,1928,3,1,2014,7,82,8.5,A,5,07      ,3,False,2013,10,74,13.5,A,2012,6,79,7.5,A
31287,MT. SIERRA COLLEGE                                               ,800 ROYAL OAKS DRIVE               SUITE 101      ,MONROVIA            ,CA,CALIFORNIA                                                  ,91016,3414,6,3,2014,12,209,5.7,A,5,26      ,9,False,2013,20,270,7.4,A,2012,23,288,7.9,A
31693,STUDIO JEWELERS                                                  ,32 EAST 31 STREET                                 ,NEW YORK            ,NY,NEW YORK                                                    ,10016,4112,2,3,2014,6,41,14.6,B,5,14      ,2,True,2013,3,31,9.6,B,2012,3,29,10.3,B
31703,TEXAS A & M UNIVERSITY - TEXARKANA                               ,7101 UNIVERSITY AVENUE                            ,TEXARKANA           ,TX,TEXAS                                                       ,75503,5518,8,1,2014,40,411,9.7,A,5,01      ,6,False,2013,35,444,7.8,A,2012,30,357,8.4,A
31795,TEXAS HEALTH AND SCIENCE UNIVERSITY                              ,4005 MANCHACA ROAD                                ,AUSTIN              ,TX,TEXAS                                                       ,78704,6748,8,3,2014,5,90,5.5,B,5,10      ,6,True,2013,4,32,12.5,A,2012,1,32,3.1,A
31823,NEW HAMPSHIRE INSTITUTE OF ART                                   ,148 CONCORD STREET                                ,MANCHESTER          ,NH,NEW HAMPSHIRE                                               ,03104,4858,8,2,2014,16,167,9.5,A,5,01      ,1,False,2013,20,175,11.4,A,2012,16,145,11,A
31853,PHAGANS' GRANTS PASS COLLEGE OF BEAUTY                           ,304 NORTHEAST AGNESS               SUITE F        ,GRANTS PASS         ,OR,OREGON                                                      ,97526,7902,4,3,2014,2,35,5.7,A,5,2       ,10,False,2013,2,45,4.4,A,2012,3,40,7.5,A
32033,NEW YORK INSTITUTE OF MASSAGE                                    ,4701 TRANSIT ROAD                                 ,WILLIAMSVILLE       ,NY,NEW YORK                                                    ,14221,6021,3,3,2014,7,79,8.8,A,5,26      ,2,False,2013,6,84,7.1,A,2012,7,97,7.2,A
32054,JOLIE HAIR AND BEAUTY ACADEMY                                    ,44 SEWALL STREET                                  ,LUDLOW              ,MA,MASSACHUSETTS                                               ,01056,2769,3,3,2014,13,99,13.1,A,5,02      ,1,False,2013,17,158,10.7,A,2012,15,139,10.7,A
32343,CHARTER OAK STATE COLLEGE                                        ,55 PAUL MANAFORT DRIVE                            ,NEW BRITAIN         ,CT,CONNECTICUT                                                 ,06053,2150,8,1,2014,22,372,5.9,A,5,05      ,1,False,2013,19,361,5.2,A,2012,14,320,4.3,A
32403,TONI & GUY HAIRDRESSING ACADEMY                                  ,6 PARK AVENUE                                     ,WORCESTER           ,MA,MASSACHUSETTS                                               ,01605,2213,3,3,2014,4,79,5,A,5,03      ,1,False,2013,3,71,4.2,A,2012,5,57,8.7,A
32423,CAREER NETWORKS INSTITUTE                                        ,702 TOWN AND COUNTRY ROAD                         ,ORANGE              ,CA,CALIFORNIA                                                  ,92868,4710,6,3,2014,20,322,6.2,A,5,46      ,9,False,2013,31,379,8.1,A,2012,42,444,9.4,A
32603,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY                        ",100 CAMPUS CENTER                                 ,SEASIDE             ,CA,CALIFORNIA                                                  ,93955,8001,8,1,2014,79,1451,5.4,A,3,17      ,9,False,2013,47,1297,3.6,A,2012,55,1092,5,A
